id,lat,lng
69413,33.3967,130.538
69413,33.394,130.526
21757,34.565,133.679
53996,38.8977,-77.0365
69429,34.8106,137.723
21848,34.7343,134.042
54386,34.7914,135.442
69479,35.7161,139.731
54387,34.8004,135.459
21938,34.505,133.505
69530,44.3525,143.352
54389,34.8043,135.475
21941,34.5078,133.551
54390,34.8068,135.53
69558,34.8438,136.534
54392,34.808,135.554
69589,34.9853,138.38
22008,35.9503,139.992
74928,33.8735,130.812
69657,35.3765,139.98
22069,34.5412,133.621
74941,35.6987,139.723
69674,34.7686,136.127
22070,34.5274,133.588
54399,34.8109,135.54
75071,34.5679,135.62
22071,34.7584,134.081
22072,34.7835,134.109
69810,32.79,130.689
75166,-2.64139,37.2481
69856,34.719,136.491
54445,30.25,120.167
75272,35.6786,138.572
75272,35.6092,138.539
69870,35.7222,140.157
75280,36.0595,139.601
69941,35.6675,139.55
70120,55.8581,-4.25889
75322,37.4169,140.435
70170,38.3472,140.979
70198,35.4181,137.019
54832,34.8101,135.528
75332,45.7597,4.84222
54945,38.7446,140.719
70200,35.4047,137.011
55301,35.3175,136.873
70762,34.7887,137.163
55396,43.0597,141.346
75333,34.9748,139.092
75426,33.35,43.7833
55444,37.8694,112.56
22528,34.937,135.781
75484,34.0641,134.556
22586,34.4724,131.774
75551,47.92,106.92
55950,35.6712,139.42
75582,34.6176,135.832
75588,46.5789,8.00639
56195,35.6783,139.409
70831,35.1064,136.935
70861,50.65,136.917
70861,46.8333,142.9
70861,52.4167,103.667
70863,35.8333,126.833
22636,35.1855,136.899
75592,36.1736,138.584
71078,33.5677,132.667
75672,34.8131,134.793
22641,34.9874,133.457
71118,37.7236,140.456
22673,-33.8067,18.3662
71121,37.6805,140.452
22698,35.0808,133.745
75753,39.875,32.8667
22699,35.0805,133.695
71126,37.6538,140.484
71128,37.6117,140.466
71133,37.5896,140.435
71282,34.8103,136.205
22856,35.2822,138.465
75818,34.092,131.08
71375,34.981,135.747
75821,34.7183,132.681
56521,31.7031,35.1956
56521,31.7833,35.2315
22932,24.4683,123.005
22932,24.4494,122.934
71438,37.5633,140.414
56616,49.1608,5.38842
76007,35.1359,138.884
71448,37.5142,140.4
71455,37.4829,140.388
76088,35.7108,139.41
71459,37.4464,140.388
76106,32.1649,130.788
23005,45.3333,141.75
71472,16.9389,-62.3417
56684,43.7636,142.358
23366,35.2991,134.836
56848,34.8769,138.262
71554,47.6,-122.317
56859,51.3197,-2.20889
71776,35.736,139.668
71820,36.3594,138.33
23533,35.3259,139.508
76454,41.9339,12.4548
71833,38.5367,68.78
23559,33.8455,132.766
71883,40.8114,140.798
76483,35.6731,139.743
56999,36.765,139.491
71927,33.5525,133.542
57009,34.8366,138.204
76555,38.5708,140.957
57012,34.8301,138.174
72117,-9.61667,160.183
